nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalite_francaise,orientation_sexuelle,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Long,Nicholas,47,171.3,91.3,F,oui,master,Île-de-France,non,oui,het,-1,282.9,3022.0,divorcé,1.0,0.35,2023-05-22,582.0,782.2060000000001,19188.20773085409
Lawrence,Spencer,38,164.3,54.2,F,oui,bac+2,Hauts-de-France,non,oui,het,2,367.3,865.0,célibataire,3.0,0.97,2024-08-03,575.0,780.4219999999999,4198.786362108922
Lewis,Daniel,42,177.6,76.1,H,non,bac+2,Hauts-de-France,non,non,het,5,340.4,2852.0,marié,3.0,0.06,2025-04-15,575.0,711.876,500.0
Smith,Gary,48,170.1,77.5,H,non,aucun,Hauts-de-France,oui,non,hom,2,383.4,4922.0,marié,2.0,0.46,2024-05-06,570.0,840.086,500.0
Phillips,Ryan,62,149.8,87.9,F,non,bac,Hauts-de-France,non,non,het,4,185.5,3244.0,célibataire,2.0,0.12,2020-07-25,766.0,763.142,500.0
Peterson,Kaitlyn,64,169.1,85.6,F,non,aucun,Île-de-France,oui,oui,het,0,309.7,2634.0,célibataire,0.0,0.91,2023-04-13,560.0,569.27,500.0
Garcia,Phillip,65,150.6,75.4,F,non,bac,Île-de-France,non,non,hom,3,195.3,1266.0,marié,1.0,0.82,2024-01-08,582.0,843.98,500.0
Marshall,Charles,28,155.2,84.3,H,oui,master,Occitanie,oui,oui,hom,0,245.2,2543.0,divorcé,0.0,0.06,2024-03-21,560.0,767.3,500.0
Thompson,Kevin,64,184.8,65.0,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,het,2,226.1,3259.0,célibataire,2.0,0.12,2023-08-13,570.0,1039.96,24118.951374072774
Williams,Thomas,47,173.3,65.4,H,non,aucun,Corse,oui,non,het,1,249.7,3075.0,veuf,4.0,0.99,2025-02-01,615.0,1153.23,500.0
Alvarez,Michele,41,177.4,82.4,H,oui,aucun,Hauts-de-France,non,oui,het,2,330.9,3809.0,veuf,0.0,0.49,2023-02-04,560.0,1099.35,15747.95495128409
Walker,Beverly,48,165.9,65.4,F,non,doctorat,Normandie,oui,oui,het,2,243.9,3948.0,veuf,5.0,0.71,2021-05-30,841.0,963.6179999999998,28406.21776028511
Thomas,Jackie,38,159.0,74.5,F,oui,master,Île-de-France,oui,non,het,2,319.3,2133.0,veuf,5.0,0.13,2022-09-09,410.0,882.4800000000001,500.0
Bishop,Deborah,35,168.4,73.2,F,oui,doctorat,Hauts-de-France,oui,oui,het,0,170.6,3735.0,marié,4.0,0.57,2024-04-22,788.0,707.9,25576.20631256081
Whitehead,Allison,39,173.2,47.5,H,oui,aucun,Bretagne,oui,non,het,0,388.2,2838.0,marié,5.0,0.84,2024-05-12,649.0,638.8100000000001,500.0
Hill,David,18,163.1,65.1,H,non,bac+2,Hauts-de-France,non,oui,het,1,194.9,1110.0,marié,3.0,0.82,2022-02-27,811.0,618.626,6705.552374691854
Arnold,Rebecca,41,154.7,67.5,H,oui,bac+2,Occitanie,non,non,het,2,271.8,2873.0,veuf,0.0,0.51,2021-11-28,560.0,786.3140000000001,8945.007988209836
Singh,Catherine,56,175.1,86.0,F,oui,bac+2,Bretagne,oui,non,het,1,218.2,2219.0,veuf,4.0,0.88,2024-04-12,766.0,947.9939999999999,500.0
Escobar,Peter,70,168.1,64.0,H,oui,bac+2,Île-de-France,oui,oui,het,1,205.4,1099.0,divorcé,5.0,0.97,2023-10-08,578.0,686.04,500.0
Mcdonald,Jeffrey,50,148.7,64.5,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,het,1,432.1,1565.0,marié,1.0,0.19,2025-03-26,582.0,632.34,500.0
Turner,Taylor,62,157.4,58.3,H,non,master,Île-de-France,oui,non,hom,4,214.1,677.0,célibataire,3.0,0.72,2024-02-11,575.0,1039.17,500.0
Mccarty,Matthew,38,161.6,59.9,H,oui,aucun,Île-de-France,non,oui,het,1,312.9,500.0,célibataire,4.0,0.55,2022-04-25,573.0,675.32,500.0
Dickerson,Kristen,18,181.0,76.1,H,non,doctorat,Occitanie,non,non,het,1,246.5,4926.0,célibataire,2.0,0.56,2020-09-22,570.0,854.6020000000001,6383.970826268615
Medina,Brenda,70,174.8,65.7,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,het,3,362.9,3215.0,célibataire,5.0,0.21,2023-01-02,533.0,694.42,11517.035935457508
Black,Jennifer,43,172.5,72.2,F,oui,aucun,Hauts-de-France,oui,oui,het,3,381.8,4901.0,marié,1.0,0.12,2021-08-14,582.0,911.216,16041.813561412686
Cortez,Anne,51,169.4,76.7,F,non,master,Normandie,non,oui,het,1,206.8,1816.0,marié,2.0,0.49,2023-04-29,570.0,881.632,12655.839094734676
Ali,Nicole,62,187.7,72.9,F,oui,doctorat,Normandie,non,oui,het,2,487.9,1970.0,veuf,0.0,0.0,2021-12-07,600.0,658.87,26296.146223507945
Garner,Jeremiah,18,184.9,57.0,F,oui,doctorat,Bretagne,non,oui,het,2,257.9,2691.0,divorcé,5.0,0.13,2023-02-08,578.0,597.39,31342.361881604214
Flores,Cynthia,62,147.89100000000002,99.0,F,non,doctorat,Occitanie,non,non,hom,0,454.6,3682.0,marié,3.0,0.26,2020-05-08,575.0,769.64,500.0
Gray,Jacob,66,171.7,92.1,H,oui,master,Bretagne,oui,oui,het,0,139.9,973.0,marié,5.0,0.3,2022-11-28,578.0,892.3299999999999,2026.8823719717795
Fuller,Michael,50,170.4,77.7,H,non,aucun,Occitanie,non,oui,het,4,130.1,1557.0,veuf,5.0,0.89,2025-05-14,320.0,605.7860000000001,500.0
Diaz,Kyle,27,174.7,76.7,F,oui,bac+2,Normandie,oui,non,het,0,253.0,2522.0,divorcé,0.0,0.99,2023-11-20,632.0,916.65,500.0
Hernandez,Gabrielle,52,162.7,59.0,H,oui,master,Normandie,oui,non,het,2,92.3,1771.0,marié,1.0,0.61,2020-08-05,729.0,640.722,500.0
White,Amanda,57,166.4,62.1,H,oui,master,Bretagne,oui,oui,het,0,295.1,3388.0,marié,4.0,0.13,2020-06-09,573.0,573.438,12967.96917070696
Taylor,David,69,172.6,65.4,H,non,doctorat,Normandie,oui,oui,het,3,98.4,500.0,célibataire,0.0,0.47,2024-01-12,560.0,671.494,16179.816348968028
Mcdowell,Jeffrey,46,172.1,73.2,F,oui,bac+2,Corse,oui,non,het,0,220.2,1153.0,veuf,1.0,0.45,2022-09-19,351.0,1298.29,500.0
Bates,John,24,170.2,53.5,F,non,master,Normandie,oui,non,hom,3,262.5,1114.0,marié,4.0,0.59,2024-08-29,785.0,652.472,500.0
Li,Karen,31,161.5,69.3,F,non,master,Normandie,oui,non,het,5,362.8,1439.0,veuf,5.0,0.96,2021-07-18,578.0,574.82,500.0
Castaneda,Eric,63,173.6,68.0,H,non,bac,Occitanie,oui,oui,het,1,329.5,2197.0,célibataire,4.0,0.36,2025-02-22,573.0,829.094,500.0
Bennett,Jonathan,63,173.4,102.4,F,oui,bac,Île-de-France,oui,non,het,2,316.7,1547.0,célibataire,1.0,0.52,2020-12-28,582.0,772.568,500.0
Rich,Raymond,53,175.2,71.7,H,non,doctorat,Bretagne,oui,oui,het,0,158.9,2795.0,marié,2.0,0.14,2021-09-19,570.0,883.4279999999999,5634.624843818813
Burch,Matthew,57,184.8,81.3,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,hom,2,259.2,5436.0,veuf,2.0,0.07,2024-01-23,309.0,742.17,8373.776004378567
Hart,Calvin,51,169.1,65.4,H,oui,bac,Occitanie,oui,oui,het,2,285.2,1352.0,veuf,3.0,0.73,2025-02-23,677.0,747.348,5696.399279841622
Marshall,David,53,165.1,41.7,H,non,bac+2,Corse,non,oui,het,3,172.4,2802.0,célibataire,2.0,0.41,2024-01-10,335.0,853.814,10970.814940838987
Fernandez,Gregory,36,176.9,87.2,H,oui,bac,Île-de-France,non,oui,het,0,318.3,1301.0,célibataire,3.0,0.66,2025-05-27,591.0,800.17,4312.018631540832
Mercado,Megan,34,168.2,76.9,H,oui,bac,Île-de-France,non,oui,het,2,127.0,3315.0,célibataire,2.0,0.9,2023-01-04,570.0,654.396,22461.220671041207
Shannon,Ann,36,161.2,79.6,F,oui,bac,Hauts-de-France,oui,oui,het,1,523.5,2762.0,veuf,2.0,0.85,2024-11-29,483.0,1171.166,500.0
Liu,Carmen,60,172.0,52.6,H,non,aucun,Occitanie,non,oui,het,1,230.7,2798.0,divorcé,4.0,0.6,2021-04-27,532.0,992.0020000000001,7485.3145889024545
Chambers,Ashley,54,182.0,69.5,H,oui,master,Hauts-de-France,non,non,het,1,108.2,3546.0,marié,4.0,0.1,2024-11-09,573.0,741.01,3980.8063678244953
Welch,Jessica,71,166.4,73.2,H,oui,doctorat,Corse,oui,oui,het,0,162.9,2164.0,marié,2.0,0.39,2020-03-05,754.0,969.5980000000002,16302.703333803182
Jimenez,Tonya,50,176.9,52.1,H,non,bac+2,Île-de-France,non,oui,het,2,385.2,2931.0,veuf,5.0,0.75,2021-12-25,804.0,888.2459999999999,35396.615573873794
Joseph,Christina,31,191.9,64.6,H,oui,doctorat,Île-de-France,non,oui,het,2,441.3,793.0,marié,2.0,0.53,2024-08-21,570.0,476.22799999999995,37262.405262489
Lewis,Dylan,24,177.4,69.0,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,het,3,212.7,2819.0,marié,2.0,0.86,2024-01-31,570.0,917.72,16391.48254267301
Johnson,Tammy,44,173.9,58.3,F,non,bac,Île-de-France,oui,non,het,3,320.6,1919.0,marié,2.0,0.51,2024-12-20,570.0,874.918,500.0
Joseph,Erin,62,166.6,74.0,F,oui,aucun,Occitanie,oui,oui,het,3,129.5,3114.0,divorcé,4.0,0.11,2020-04-21,595.0,260.35810000000004,500.0
Goodwin,Julie,39,170.4,64.4,F,non,doctorat,Hauts-de-France,non,oui,het,2,118.9,3101.0,célibataire,5.0,0.08,2022-05-20,601.0,928.836,16495.971714482537
Williams,Christian,54,160.5,69.1,F,oui,bac+2,Corse,non,oui,het,0,170.8,3450.0,divorcé,3.0,0.91,2021-01-03,575.0,1026.65,3948.88965338594
Rodriguez,Larry,51,178.0,70.2,H,oui,doctorat,Hauts-de-France,non,oui,het,0,189.9,2896.0,célibataire,1.0,0.78,2020-03-19,582.0,808.1160000000001,23156.981516308188
Kelly,Sarah,65,156.6,68.7,H,oui,bac,Occitanie,oui,non,het,3,340.0,854.0,divorcé,1.0,0.06,2020-03-19,582.0,853.826,500.0
Harrell,Krista,70,175.7,66.4,H,non,bac+2,Bretagne,non,oui,hom,0,395.7,2903.0,veuf,0.0,0.76,2024-04-17,560.0,985.9279999999999,14902.89084091658
Hinton,Crystal,55,166.3,83.8,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,1,181.0,3662.0,veuf,4.0,0.52,2020-04-08,573.0,898.534,13421.729646818225
Ray,Laura,47,158.7,60.5,H,non,master,Auvergne-Rhône-Alpes,non,oui,het,1,281.9,2617.0,marié,4.0,0.81,2021-02-01,573.0,663.39,14945.076986431766
Sparks,Debbie,74,187.2,86.1,F,oui,bac+2,Corse,non,oui,het,1,178.0,1351.0,célibataire,5.0,0.3,2020-06-14,578.0,763.302,5208.84649402815
Odonnell,Emily,36,176.2,74.4,F,non,bac+2,Normandie,oui,oui,het,0,177.9,2187.0,marié,4.0,0.04,2020-07-19,573.0,864.1940000000001,500.0
Aguilar,Jennifer,71,156.0,54.1,H,oui,aucun,Hauts-de-France,oui,non,het,2,476.7,963.0,célibataire,5.0,0.46,2024-08-01,578.0,883.84,500.0
Richmond,Tamara,72,175.7,78.6,F,non,bac+2,Occitanie,oui,oui,het,2,216.6,2478.0,veuf,2.0,0.58,2022-04-13,570.0,889.4960000000001,5284.163942797247
Ruiz,Jennifer,63,173.6,63.2,F,oui,bac,Île-de-France,non,oui,het,1,313.0,1475.0,célibataire,3.0,0.66,2023-07-14,463.0,926.2539999999999,18702.189132356543
Miles,Ana,33,173.3,42.8,F,oui,master,Hauts-de-France,non,non,het,1,289.1,2158.0,célibataire,5.0,0.68,2023-09-20,578.0,757.732,500.0
Rodriguez,Kristina,62,181.3,72.4,H,non,bac,Occitanie,non,non,het,0,108.0,2395.0,célibataire,5.0,0.45,2024-05-31,359.0,706.2080000000001,500.0
Jones,Mathew,66,170.6,61.6,F,non,doctorat,Hauts-de-France,oui,oui,het,1,121.8,3914.0,veuf,5.0,0.14,2024-09-15,578.0,573.5,500.0
Raymond,Robert,19,159.8,69.7,F,non,master,Bretagne,oui,oui,het,3,303.3,1668.0,célibataire,5.0,0.46,2021-06-23,401.0,406.15,14981.847618871703
Watts,Lisa,52,169.9,77.4,H,non,master,Occitanie,oui,non,het,1,437.5,500.0,célibataire,5.0,0.54,2022-07-17,788.0,965.86,500.0
Carrillo,Heather,45,158.2,68.4,F,oui,bac+2,Hauts-de-France,oui,oui,het,0,168.3,3340.0,veuf,5.0,0.26,2021-09-18,578.0,737.624,500.0
Taylor,Deborah,63,186.3,86.2,F,non,bac,Corse,non,non,hom,0,372.4,3384.0,veuf,2.0,0.74,2021-07-13,443.0,434.57,500.0
Price,Hector,69,174.9,50.7,F,non,bac+2,Hauts-de-France,oui,non,het,2,90.0,500.0,célibataire,0.0,0.92,2021-09-05,560.0,675.4100000000001,500.0
Smith,Suzanne,25,175.4,70.1,F,non,master,Hauts-de-France,non,oui,het,-1,85.8,2102.0,divorcé,0.0,0.03,2024-01-13,560.0,588.732,500.0
Johnson,Linda,72,193.80900000000003,59.9,F,non,master,Occitanie,non,oui,het,2,131.3,4810.0,marié,3.0,0.55,2024-01-02,575.0,861.22,19616.91385906025
Cannon,Howard,53,163.8,47.5,F,oui,master,Normandie,oui,non,het,2,227.7,2112.0,divorcé,4.0,0.58,2020-08-16,573.0,864.6540000000001,500.0
Hernandez,William,20,174.7,95.7,H,non,master,Normandie,oui,oui,het,1,198.6,3383.0,divorcé,3.0,0.01,2022-02-19,575.0,646.192,13588.77037972235
Melendez,Ernest,20,191.5,82.8,F,non,doctorat,Bretagne,oui,oui,het,3,218.7,2078.0,célibataire,2.0,0.68,2023-02-05,846.0,1007.75,24473.302707973908
Chavez,Paul,24,164.8,67.8,H,oui,master,Occitanie,non,oui,het,2,311.9,775.0,veuf,3.0,0.05,2021-08-29,575.0,981.7880000000001,23373.62897879791
Valdez,Veronica,70,169.1,81.1,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,het,0,181.4,1417.0,veuf,0.0,0.93,2024-10-13,560.0,804.4739999999999,500.0
Wright,Emily,18,193.80900000000003,97.7,H,non,master,Occitanie,non,non,het,2,393.6,2636.0,marié,0.0,0.2,2024-05-01,406.0,647.0359999999998,500.0
Herrera,George,59,165.5,43.1,H,non,bac,Hauts-de-France,oui,oui,het,2,-23.6,4099.0,divorcé,5.0,0.46,2023-10-11,578.0,835.074,4226.290158105852
Lynch,Todd,23,171.9,68.0,H,oui,master,Corse,oui,oui,het,3,275.2,3901.0,veuf,5.0,0.28,2022-07-19,578.0,994.652,16393.47251836311
Klein,David,22,170.3,72.7,H,non,bac,Auvergne-Rhône-Alpes,oui,non,het,0,332.1,2887.0,célibataire,0.0,0.37,2021-08-07,560.0,1022.006,500.0
Rodriguez,Lynn,74,183.2,62.6,F,non,master,Bretagne,oui,oui,het,0,174.1,3700.0,célibataire,0.0,0.98,2021-02-28,712.0,817.2059999999999,865.7293396335272
Bailey,Alexander,68,167.8,74.0,H,oui,master,Hauts-de-France,non,non,het,1,257.6,1851.0,divorcé,2.0,0.23,2020-05-04,570.0,707.318,500.0
Rodriguez,John,38,162.5,93.5,H,non,master,Île-de-France,oui,oui,het,0,384.6,1832.0,veuf,3.0,0.21,2023-07-08,389.0,695.5540000000001,4674.550495597907
Lopez,Stephen,67,152.8,83.8,F,non,master,Hauts-de-France,oui,non,het,0,213.7,2516.0,veuf,0.0,0.1,2020-06-26,560.0,693.174,500.0
Kim,John,20,160.6,93.3,H,oui,master,Auvergne-Rhône-Alpes,non,non,het,0,376.5,4077.0,célibataire,5.0,0.66,2023-10-23,578.0,1050.3380000000002,500.0
Barber,Sarah,26,175.3,59.8,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,het,0,261.5,2448.0,veuf,2.0,0.13,2022-02-20,472.0,652.182,500.0
Wright,Miranda,75,161.1,63.3,H,non,doctorat,Île-de-France,non,oui,het,-1,344.6,3686.0,marié,4.0,0.94,2023-02-11,358.0,926.76,25310.931395416428
Love,Jessica,27,171.3,68.5,F,oui,master,Provence-Alpes-Côte d’Azur,non,non,hom,0,262.3,969.0,marié,5.0,0.21,2024-01-04,677.0,895.9040000000001,500.0
Rhodes,Valerie,71,156.2,50.2,H,non,bac+2,Bretagne,oui,oui,het,3,249.2,2734.0,marié,4.0,0.43,2025-06-04,380.0,842.9619999999999,16950.00087544656
Strong,Elizabeth,69,176.4,48.8,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,het,0,129.6,2564.0,divorcé,2.0,0.5,2023-07-21,570.0,1298.3356,500.0
Scott,Melinda,33,162.4,94.0,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,hom,0,264.2,1972.0,célibataire,5.0,0.5,2021-04-19,792.0,787.9340000000001,500.0
Brown,Caroline,71,165.5,71.5,F,non,bac+2,Hauts-de-France,oui,oui,het,1,348.5,4493.0,divorcé,1.0,0.34,2024-06-30,582.0,658.492,7906.42575358276
White,Charles,27,154.0,93.2,H,oui,bac,Île-de-France,non,oui,het,2,186.2,2198.0,marié,1.0,0.93,2025-01-17,582.0,832.454,31993.79514119089
Garcia,Jennifer,42,165.8,60.7,H,non,aucun,Hauts-de-France,oui,non,het,3,241.8,2698.0,célibataire,2.0,0.31,2024-01-05,570.0,1298.3356,500.0
Jones,Sarah,74,170.9,82.1,H,oui,aucun,Corse,oui,oui,het,2,237.8,3520.0,divorcé,0.0,0.25,2023-12-08,785.0,856.618,4419.077346978251
Smith,Jeffrey,19,166.1,88.4,F,oui,doctorat,Occitanie,non,oui,het,0,252.4,2329.0,marié,5.0,0.72,2022-05-24,776.0,689.12,18106.572785861485
Roberts,Eric,64,178.1,82.9,F,non,doctorat,Corse,oui,non,het,0,104.0,1777.0,veuf,5.0,0.45,2020-10-26,578.0,750.078,500.0
Irwin,Ethan,56,166.8,70.8,F,oui,master,Corse,non,non,het,2,287.5,2888.0,veuf,4.0,0.68,2025-06-04,787.0,941.632,3085.8272687650374
Dillon,Brandon,37,168.5,71.2,F,non,doctorat,Île-de-France,non,oui,hom,3,326.1,4725.0,veuf,4.0,0.23,2022-06-15,573.0,606.602,47058.18193778382
Padilla,Caleb,46,173.3,61.4,F,non,aucun,Corse,oui,non,hom,3,133.5,2522.0,divorcé,1.0,0.02,2023-01-09,582.0,878.8279999999999,500.0
Smith,Mary,69,157.9,85.1,H,oui,bac+2,Île-de-France,non,oui,het,2,333.5,500.0,veuf,5.0,0.71,2022-12-11,625.0,675.32,26196.62711942029
Tyler,Catherine,65,156.2,87.8,F,oui,bac+2,Île-de-France,non,oui,het,0,314.5,3087.0,veuf,1.0,0.33,2023-10-26,582.0,1176.86,17186.06955093166
Holland,Steven,38,169.8,71.3,H,non,bac,Occitanie,non,oui,het,3,356.0,980.0,divorcé,4.0,0.81,2024-11-18,573.0,865.97,6435.402617240771
Jackson,Kristina,33,164.1,65.5,F,non,bac+2,Occitanie,oui,oui,het,1,160.5,4444.0,divorcé,4.0,0.14,2025-02-02,715.0,748.5199999999999,1922.9369520848
Coleman,Joseph,71,185.5,81.2,H,oui,bac+2,Occitanie,non,oui,het,0,318.0,1979.0,divorcé,3.0,0.48,2022-08-01,575.0,882.5219999999999,6985.948366877342
Ellis,James,31,153.8,93.3,F,non,bac+2,Bretagne,oui,non,het,4,205.3,1699.0,marié,2.0,0.17,2020-04-15,376.0,814.616,500.0
Watts,Nicole,48,165.8,66.3,F,oui,aucun,Île-de-France,oui,oui,het,2,447.3,4003.0,célibataire,0.0,0.8,2025-04-18,789.0,834.558,20653.051744005763
Chapman,Lee,48,170.7,69.3,F,non,bac,Auvergne-Rhône-Alpes,oui,oui,het,1,342.6,1839.0,célibataire,0.0,0.04,2021-12-27,560.0,679.0379999999999,500.0
Barber,Alexander,32,160.3,85.8,F,non,aucun,Corse,oui,non,het,1,210.1,3140.0,marié,3.0,0.22,2022-01-14,469.0,708.0880000000001,500.0
Martinez,Phillip,35,162.3,77.7,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,het,1,242.0,1941.0,célibataire,2.0,0.51,2022-04-04,570.0,351.98,500.0
Harvey,Wesley,39,188.2,73.3,H,non,doctorat,Bretagne,oui,oui,het,2,287.3,2078.0,célibataire,0.0,0.31,2023-07-04,560.0,1082.056,11261.364906171584
Schultz,Jason,49,171.9,58.6,H,oui,bac,Corse,non,non,het,1,229.7,2830.0,célibataire,1.0,0.12,2020-09-17,522.0,922.41,500.0
Patterson,James,69,191.9,59.0,F,non,master,Occitanie,non,oui,het,1,296.5,3998.0,marié,2.0,0.28,2022-10-15,583.0,881.4699999999999,20077.57076735586
Ruiz,Erin,18,184.7,63.0,F,non,master,Bretagne,oui,oui,het,0,-12.2,4556.0,veuf,4.0,0.34,2023-03-12,573.0,699.884,2567.470287219412
Green,Fred,18,181.2,104.20900000000002,H,oui,aucun,Corse,non,non,het,0,210.2,2852.0,marié,5.0,0.19,2022-04-13,578.0,814.992,500.0
Thompson,Andrew,32,156.6,51.8,H,non,doctorat,Île-de-France,non,oui,het,1,134.4,3175.0,divorcé,0.0,0.1,2025-01-20,560.0,689.0,27833.367935345737
Taylor,Nancy,52,172.3,70.1,F,oui,bac,Bretagne,oui,oui,het,2,252.0,3925.0,divorcé,4.0,0.32,2025-05-20,573.0,576.65,10156.315019174515
Grant,Andrew,35,190.6,67.5,H,oui,bac+2,Normandie,non,non,het,2,342.8,2923.0,divorcé,3.0,0.45,2023-08-31,575.0,953.7199999999999,6288.242853294117
Boone,Marcus,26,180.1,59.1,F,non,aucun,Île-de-France,non,oui,hom,3,110.3,1899.0,divorcé,4.0,0.24,2020-06-19,342.0,551.476,5756.20219197111
Gordon,Desiree,68,169.4,35.391,H,oui,doctorat,Corse,oui,oui,het,1,238.0,500.0,divorcé,0.0,0.12,2020-08-18,301.0,822.03,500.0
Arroyo,Joshua,62,147.89100000000002,81.4,H,non,master,Provence-Alpes-Côte d’Azur,oui,non,het,2,176.8,3226.0,veuf,2.0,0.27,2023-02-17,570.0,703.414,500.0
Gross,Andrea,64,173.4,56.2,F,oui,aucun,Bretagne,oui,oui,het,3,305.4,3239.0,veuf,0.0,0.49,2025-04-12,560.0,695.648,20046.80859467305
Baker,Danny,29,158.6,65.7,H,oui,aucun,Corse,oui,non,het,3,325.3,1330.0,célibataire,2.0,0.01,2024-02-25,840.0,1131.718,500.0
Robertson,Joshua,26,160.0,62.3,H,non,bac,Hauts-de-France,oui,oui,het,1,249.5,3982.0,veuf,3.0,0.5,2022-11-18,575.0,707.128,500.0
Riley,Bianca,44,167.3,63.6,H,oui,master,Bretagne,non,non,het,2,262.1,500.0,veuf,4.0,0.74,2025-03-27,617.0,1092.92,500.0
Ross,Jason,25,181.2,70.8,F,oui,master,Occitanie,oui,oui,het,1,153.8,4192.0,divorcé,4.0,0.03,2025-02-13,573.0,811.86,12167.732105224088
Rivera,Abigail,39,170.5,64.6,H,non,bac,Île-de-France,oui,non,hom,4,293.6,1667.0,veuf,5.0,0.08,2020-09-29,436.0,581.28,500.0
Vaughan,Stacy,73,174.0,78.5,H,oui,master,Hauts-de-France,non,non,het,3,195.0,2433.0,veuf,3.0,0.2,2021-03-07,575.0,1227.21,6683.304083486573
Erickson,Leah,73,177.2,57.6,H,non,bac,Normandie,oui,non,het,0,104.0,3471.0,veuf,0.0,0.11,2023-08-23,560.0,789.32,500.0
Dyer,Cathy,55,170.2,104.20900000000002,H,non,bac,Hauts-de-France,non,non,het,0,126.1,3188.0,veuf,1.0,1.0,2024-05-16,529.0,793.734,500.0
Freeman,Jacob,41,179.9,72.4,H,non,aucun,Île-de-France,oui,oui,het,4,294.8,1511.0,célibataire,5.0,0.68,2020-03-06,652.0,913.652,9447.222103360247
Thomas,Samantha,72,176.5,65.7,F,non,master,Hauts-de-France,non,oui,het,2,397.6,3023.0,veuf,3.0,0.59,2021-03-01,575.0,730.31,10905.1345855062
Wilson,Gabriella,44,164.3,77.3,H,oui,bac+2,Bretagne,oui,non,hom,2,333.2,1091.0,veuf,2.0,0.71,2024-11-17,532.0,843.2740000000001,500.0
Hinton,Lori,34,155.3,65.2,H,non,master,Auvergne-Rhône-Alpes,oui,non,het,0,121.2,2650.0,marié,2.0,0.22,2024-11-05,611.0,786.78,500.0
Odonnell,Jessica,41,173.6,64.7,F,oui,master,Occitanie,oui,oui,het,1,257.7,2000.0,marié,5.0,0.06,2020-08-02,578.0,648.232,15212.88490978376
Robinson,Desiree,55,164.1,52.9,F,non,bac+2,Auvergne-Rhône-Alpes,non,non,het,0,290.0,2454.0,célibataire,4.0,0.07,2023-03-08,658.0,671.37,500.0
Roberts,Cathy,44,160.5,76.4,H,oui,doctorat,Île-de-France,non,oui,het,0,240.7,4034.0,célibataire,4.0,0.99,2024-01-24,422.0,902.442,25141.493231281154
Wilson,Holly,49,182.9,74.0,H,oui,doctorat,Île-de-France,non,non,het,1,281.7,3345.0,marié,2.0,0.54,2023-04-15,570.0,792.1960000000001,10472.27636863292
Baker,Tina,34,173.5,52.2,F,non,aucun,Occitanie,oui,non,het,4,311.9,4213.0,divorcé,4.0,0.05,2020-08-13,573.0,893.2379999999999,500.0
Lynch,Tracy,67,147.89100000000002,78.9,H,non,master,Occitanie,oui,oui,het,3,197.0,3018.0,divorcé,5.0,0.93,2021-04-19,381.0,889.7640000000001,25182.135225199097
Young,Megan,33,166.1,64.2,H,oui,bac,Auvergne-Rhône-Alpes,oui,non,het,3,286.7,2140.0,marié,2.0,0.31,2024-05-23,570.0,654.872,500.0
Pratt,Ryan,33,155.7,75.1,F,non,bac+2,Île-de-France,oui,oui,het,0,91.9,1494.0,divorcé,0.0,0.73,2022-09-04,572.0,697.9939999999999,500.0
Reyes,Ashley,48,156.1,41.7,H,oui,bac,Auvergne-Rhône-Alpes,non,non,het,1,164.9,1247.0,marié,1.0,0.49,2022-09-06,582.0,838.6380000000001,500.0
Hale,Heidi,34,159.9,88.0,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,het,0,323.5,2197.0,célibataire,2.0,0.81,2024-06-10,656.0,906.7279999999998,500.0
Flowers,Reginald,55,175.5,63.1,H,non,doctorat,Bretagne,non,non,het,1,266.5,4947.0,veuf,5.0,0.12,2021-04-11,402.0,780.4620000000001,10814.532470178432
Wade,Shelley,54,169.4,85.4,H,non,doctorat,Occitanie,non,oui,het,1,257.6,1480.0,marié,1.0,0.26,2023-09-15,582.0,849.7180000000001,14857.470660296844
Brooks,Melissa,55,165.3,69.5,F,non,aucun,Auvergne-Rhône-Alpes,non,non,het,0,98.2,915.0,veuf,0.0,0.39,2023-12-27,560.0,720.012,500.0
Snyder,James,35,187.8,56.6,H,non,bac,Auvergne-Rhône-Alpes,non,oui,het,2,388.4,500.0,marié,5.0,0.28,2023-05-03,688.0,842.04,6385.690243464884
White,Anna,18,170.3,64.4,F,oui,doctorat,Occitanie,non,oui,het,0,118.1,790.0,divorcé,0.0,0.23,2025-01-02,506.0,775.918,5248.278865282623
Gomez,Christian,27,175.9,55.3,F,oui,master,Occitanie,oui,non,het,2,212.6,2305.0,célibataire,0.0,0.58,2023-03-29,560.0,951.25,500.0
