nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Crosby,Marc,72,169.0,49.4,F,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,3899.0,divorcé,4.0,0.37,2023-02-14,326.0,782.57,20246.66434495193
Powers,Brendan,43,170.8,79.9,F,non,bac,Bretagne,oui,oui,3002.0,célibataire,1.0,0.4,2024-07-11,553.0,787.8260000000001,500.0
Stevens,James,43,193.19399999999996,69.5,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,2423.0,veuf,4.0,0.52,2020-01-10,576.0,838.0540000000001,1408.8785531424908
Fitzgerald,Steven,52,166.4,62.6,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,1103.0,célibataire,4.0,0.85,2023-11-27,576.0,750.434,500.0
Williams,George,53,175.4,68.6,H,non,doctorat,Auvergne-Rhône-Alpes,non,non,1913.0,célibataire,4.0,0.94,2020-01-21,576.0,1064.1879999999999,500.0
Morales,Lori,73,181.3,83.6,F,oui,master,Bretagne,non,oui,2730.0,marié,1.0,0.7,2025-01-12,553.0,729.298,27450.298204825674
Mora,Derek,74,172.4,85.7,F,non,bac+2,Occitanie,non,oui,2412.0,célibataire,0.0,0.87,2023-11-29,499.0,821.4,9971.1296356007
Hood,Keith,27,159.8,90.6,F,non,doctorat,Occitanie,oui,oui,1287.0,veuf,0.0,0.83,2024-01-22,580.0,804.94,10200.202622990795
Caldwell,Anthony,48,155.7,71.5,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,3723.0,marié,2.0,0.97,2023-02-05,724.0,658.432,49624.91829353762
Ross,Jason,68,153.3,66.3,F,oui,bac+2,Normandie,non,oui,500.0,célibataire,2.0,0.58,2022-12-14,577.0,654.534,22297.737438200547
Kennedy,Brett,66,167.4,64.4,H,oui,aucun,Auvergne-Rhône-Alpes,non,non,3271.0,marié,0.0,0.76,2023-05-24,580.0,710.44,500.0
Brown,Sharon,60,157.4,84.5,H,oui,bac+2,Hauts-de-France,oui,oui,853.0,divorcé,2.0,0.52,2023-05-18,703.0,941.7620000000001,6850.133759587988
Jones,Zachary,46,156.3,73.9,F,non,master,Hauts-de-France,oui,oui,4572.0,veuf,5.0,0.46,2023-10-19,557.0,760.014,5448.772850408665
Jensen,Andrew,49,158.2,71.2,H,oui,bac,Hauts-de-France,oui,non,1341.0,marié,2.0,0.39,2024-04-10,782.0,849.88,500.0
Nguyen,Amy,71,171.3,76.2,F,non,master,Occitanie,non,oui,2498.0,marié,3.0,0.06,2024-01-06,718.0,761.076,19370.037466363938
Haynes,Suzanne,67,177.0,68.1,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,1633.0,marié,3.0,0.44,2022-01-19,353.0,478.822,15631.812846511424
Brown,Diana,36,160.1,69.4,F,non,master,Bretagne,non,oui,1438.0,divorcé,2.0,0.98,2020-07-16,577.0,766.02,9261.194666903108
Zimmerman,Corey,33,170.6,74.1,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,2542.0,divorcé,1.0,0.75,2021-09-30,553.0,955.6919999999998,500.0
Sawyer,Becky,26,171.7,41.8,F,non,doctorat,Normandie,oui,oui,1816.0,veuf,1.0,0.4,2021-07-07,558.0,654.58,1862.4561355572528
Burton,Michael,54,178.4,79.9,F,oui,aucun,Île-de-France,oui,non,2721.0,veuf,5.0,0.59,2021-06-28,557.0,770.5840000000001,500.0
Carter,David,34,165.3,35.806,H,oui,aucun,Île-de-France,non,non,1719.0,veuf,3.0,0.29,2023-01-26,581.0,738.41,500.0
Cameron,Jennifer,40,177.5,78.0,F,oui,aucun,Corse,non,oui,2570.0,célibataire,1.0,0.63,2022-11-04,553.0,797.21,500.0
Grimes,Gabrielle,18,169.1,93.3,H,oui,bac+2,Normandie,oui,oui,2463.0,veuf,4.0,0.46,2022-12-11,328.0,889.2299999999999,3670.209077088856
Potter,Jamie,35,183.7,61.5,F,non,aucun,Île-de-France,oui,non,3713.0,marié,2.0,0.42,2024-12-03,577.0,771.05,500.0
Lopez,Richard,29,186.3,84.4,F,oui,bac,Occitanie,oui,non,3416.0,marié,0.0,0.08,2024-01-03,580.0,940.436,500.0
Harris,Marie,35,168.1,91.3,F,oui,master,Auvergne-Rhône-Alpes,oui,non,3830.0,veuf,2.0,0.06,2023-01-07,577.0,691.93,500.0
Pope,Nicholas,69,174.4,68.0,F,oui,doctorat,Île-de-France,non,oui,2233.0,marié,1.0,0.12,2022-03-15,553.0,298.53,39428.024035626215
Williams,Ruben,21,163.8,82.6,F,oui,bac+2,Île-de-France,oui,non,3425.0,marié,1.0,0.01,2020-08-03,553.0,1108.316,500.0
Henderson,Rachel,55,154.1,63.7,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,3228.0,divorcé,5.0,0.39,2023-09-17,557.0,747.558,500.0
Phillips,Joel,66,163.1,48.4,F,non,doctorat,Normandie,oui,oui,2712.0,veuf,4.0,0.96,2020-01-01,576.0,733.522,3596.6611426710924
Rodgers,Anthony,21,149.0,84.8,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,1445.0,divorcé,4.0,0.95,2022-11-05,576.0,932.65,17530.812741714606
Bates,Sandra,52,167.4,84.4,F,non,master,Normandie,oui,oui,2088.0,célibataire,1.0,0.36,2022-10-19,553.0,1114.26,500.0
Morris,Tommy,39,172.4,83.6,H,oui,bac+2,Hauts-de-France,oui,oui,3698.0,marié,4.0,0.34,2025-02-02,843.0,977.7,17931.91195080179
Clark,Travis,50,187.9,46.0,H,oui,aucun,Corse,oui,non,4520.0,divorcé,0.0,0.39,2021-02-20,756.0,1107.9740000000002,500.0
Johnson,Nicole,33,159.4,61.3,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2235.0,veuf,0.0,0.42,2024-09-26,825.0,870.26,15135.786551883626
Sanders,Debra,61,185.8,40.3,H,oui,bac+2,Hauts-de-France,oui,oui,1953.0,veuf,2.0,0.54,2023-08-24,728.0,809.284,8069.115852258167
Johns,Walter,69,181.4,59.2,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,2697.0,célibataire,4.0,0.88,2021-11-03,576.0,1035.5059999999999,1654.6371086232252
Weaver,Linda,22,176.1,38.7,F,oui,master,Bretagne,non,non,2660.0,veuf,0.0,0.11,2023-12-09,464.0,829.2299999999999,500.0
Hill,Sean,59,181.3,64.5,H,non,doctorat,Occitanie,non,non,2338.0,célibataire,3.0,0.42,2024-02-11,581.0,569.38,1618.0977808317425
Perez,Jason,30,175.6,96.5,H,non,aucun,Île-de-France,oui,oui,3933.0,veuf,4.0,0.22,2024-10-19,752.0,713.4280000000001,14130.781737072944
House,Austin,56,193.19399999999996,60.6,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3518.0,divorcé,5.0,0.37,2023-12-25,557.0,797.3399999999999,23160.849927200656
Manning,Todd,60,175.0,70.1,F,non,master,Auvergne-Rhône-Alpes,non,oui,2605.0,marié,5.0,0.01,2025-05-05,764.0,721.23,26347.825047277667
Phillips,Jeremy,27,165.3,61.8,H,non,doctorat,Normandie,oui,non,2574.0,divorcé,1.0,0.14,2021-11-04,524.0,659.242,500.0
Little,Matthew,71,167.9,64.1,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,911.0,marié,1.0,0.71,2020-11-11,743.0,736.652,20436.712111452085
Myers,Jennifer,38,162.4,96.3,H,non,aucun,Occitanie,oui,oui,2267.0,célibataire,1.0,0.86,2020-06-17,553.0,766.3520000000001,500.0
Smith,Stephen,28,171.0,61.1,H,oui,doctorat,Hauts-de-France,oui,oui,2107.0,divorcé,2.0,0.21,2023-10-30,577.0,775.36,6109.2432256150105
Rodriguez,David,27,190.9,75.7,H,non,bac+2,Occitanie,non,non,1046.0,divorcé,4.0,0.36,2022-06-14,576.0,524.91,500.0
Harrison,Regina,75,158.1,86.8,H,non,bac+2,Bretagne,oui,non,3514.0,célibataire,4.0,0.9,2024-05-24,576.0,1307.961000000001,500.0
Grimes,Stacy,59,178.8,95.2,H,oui,aucun,Occitanie,non,non,6826.0,célibataire,5.0,0.45,2021-08-01,557.0,1023.732,1623.495217891231
Mcfarland,Alexis,56,181.9,81.1,F,non,master,Île-de-France,non,oui,2360.0,divorcé,0.0,0.07,2023-04-12,813.0,1007.454,22793.390962113543
Garcia,Scott,68,176.2,72.5,H,non,bac,Occitanie,oui,oui,2550.0,célibataire,2.0,0.31,2023-05-07,524.0,911.418,6817.886738272792
Watson,Angela,54,187.9,74.7,F,non,aucun,Bretagne,oui,non,3031.0,veuf,2.0,0.04,2025-04-20,577.0,1145.34,500.0
Juarez,Amber,55,171.6,98.2,F,oui,doctorat,Hauts-de-France,oui,oui,3051.0,célibataire,3.0,0.71,2022-03-25,581.0,872.1099999999999,12819.150872661288
Sanchez,Brett,37,184.7,55.0,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2080.0,veuf,1.0,0.79,2024-11-04,413.0,692.2,10253.33495029246
Mckenzie,Aaron,35,159.1,58.1,H,non,bac+2,Occitanie,non,non,1310.0,marié,0.0,0.04,2020-10-18,324.0,839.3879999999999,500.0
Brewer,Craig,23,179.0,60.7,H,oui,master,Corse,non,non,3741.0,marié,4.0,0.14,2020-08-15,576.0,1154.45,2841.905005728218
Brown,Anna,58,168.2,81.7,H,oui,bac+2,Bretagne,non,oui,1559.0,veuf,3.0,0.7,2020-03-27,820.0,590.5799999999999,28209.424260254447
Horne,Ryan,39,149.4,68.2,H,non,bac,Provence-Alpes-Côte d’Azur,oui,non,2659.0,marié,4.0,0.67,2024-10-11,576.0,773.172,500.0
Garcia,Norma,42,165.0,76.9,H,non,doctorat,Bretagne,oui,oui,666.0,marié,5.0,0.03,2023-09-20,685.0,842.682,9654.116287509927
Collins,Felicia,51,193.19399999999996,84.5,H,non,aucun,Île-de-France,non,oui,1933.0,divorcé,1.0,0.3,2021-03-25,553.0,1263.56,7419.553478831272
Carpenter,Jennifer,50,171.4,58.4,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,4663.0,divorcé,3.0,0.46,2022-10-08,478.0,694.46,500.0
Cole,Paula,35,176.7,74.3,H,oui,master,Bretagne,oui,non,3335.0,veuf,4.0,0.89,2023-07-30,624.0,676.472,11554.821967787862
Richardson,Ryan,71,166.9,79.7,F,non,bac,Occitanie,oui,non,2515.0,veuf,3.0,0.33,2022-08-31,581.0,657.94,500.0
Keller,Christopher,22,156.8,69.4,F,oui,doctorat,Île-de-France,non,non,1714.0,veuf,3.0,0.82,2024-11-28,581.0,999.4740000000002,7044.443319388295
Delgado,Carolyn,32,174.6,81.2,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,2052.0,veuf,2.0,0.02,2022-11-07,577.0,750.966,500.0
Newman,Jesus,69,171.0,74.5,H,non,bac+2,Corse,oui,non,2742.0,divorcé,4.0,1.0,2023-05-30,615.0,821.25,500.0
Fletcher,Julian,25,189.1,80.5,F,non,bac+2,Corse,oui,oui,4829.0,divorcé,2.0,0.57,2023-07-24,577.0,483.1,4259.007150531642
Vega,Roger,51,173.1,70.2,H,non,bac+2,Bretagne,oui,oui,2532.0,divorcé,5.0,0.04,2020-02-15,557.0,514.02,3980.025127793752
Mcclure,Marcus,33,157.8,92.3,H,non,doctorat,Île-de-France,non,non,2978.0,marié,5.0,0.12,2022-07-24,557.0,1076.2,1283.8464768045365
Deleon,Kimberly,34,146.9,58.2,F,non,bac,Auvergne-Rhône-Alpes,oui,oui,3897.0,veuf,1.0,0.71,2020-04-03,639.0,782.57,770.868971321893
Brown,Jorge,24,161.3,82.8,F,non,bac+2,Hauts-de-France,oui,oui,2162.0,célibataire,3.0,0.61,2024-12-30,470.0,588.894,500.0
Love,Blake,60,165.8,49.1,H,non,master,Bretagne,oui,oui,3006.0,divorcé,0.0,0.57,2024-02-07,536.0,684.0960000000001,14623.449797005103
Johnson,Tina,44,155.9,82.4,F,non,bac+2,Hauts-de-France,non,non,5957.0,marié,5.0,0.52,2024-03-05,557.0,540.85,500.0
Patel,Shelby,61,171.0,79.8,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,500.0,marié,2.0,0.31,2021-02-22,695.0,713.5759999999999,2388.852790261776
Gonzalez,Bethany,30,179.7,64.2,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,2261.0,veuf,2.0,0.81,2023-05-18,577.0,564.668,20804.09006294792
Dominguez,Erica,71,155.3,63.2,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,1851.0,marié,0.0,0.3,2020-11-07,583.0,737.85,4330.739667182579
Pearson,Wendy,40,161.8,53.9,F,non,master,Bretagne,oui,oui,1493.0,veuf,4.0,0.31,2023-02-23,576.0,726.374,11379.84588857202
Davis,Melvin,60,171.1,73.5,F,non,aucun,Normandie,oui,oui,1430.0,veuf,2.0,0.79,2024-07-29,844.0,730.316,500.0
Perry,Brandon,61,166.5,70.2,H,non,master,Île-de-France,oui,oui,2390.0,célibataire,4.0,0.08,2020-03-19,576.0,940.326,13334.048021918
Wagner,Lisa,57,162.3,80.8,F,non,master,Hauts-de-France,non,non,2904.0,divorcé,2.0,0.14,2024-11-17,577.0,843.832,500.0
Shaw,David,36,169.6,82.1,F,non,bac,Bretagne,oui,non,3487.0,veuf,1.0,0.86,2025-01-12,553.0,443.05,500.0
Hobbs,Joan,35,168.3,68.7,F,oui,doctorat,Bretagne,non,non,2678.0,divorcé,1.0,0.54,2023-11-13,553.0,1001.9200000000001,903.4680696444676
Willis,Katherine,49,154.4,80.6,H,non,doctorat,Bretagne,oui,non,2025.0,divorcé,0.0,0.68,2020-05-11,446.0,511.742,500.0
Berry,Kaitlyn,47,156.1,71.6,H,non,doctorat,Corse,non,oui,1427.0,divorcé,3.0,0.63,2025-03-12,688.0,902.49,15034.320179440205
Maddox,Daniel,69,172.9,51.1,H,non,doctorat,Normandie,oui,oui,1991.0,marié,3.0,0.71,2021-06-07,581.0,936.2,9205.21598689522
Blair,Jody,50,186.5,63.9,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2849.0,célibataire,4.0,0.55,2024-11-03,309.0,703.33,14858.391477912968
Garcia,Melissa,23,161.6,62.4,F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,1784.0,divorcé,5.0,0.91,2023-09-11,557.0,595.066,9198.55668405212
Walker,Elizabeth,51,171.0,51.9,F,oui,bac+2,Corse,oui,oui,1315.0,marié,0.0,0.65,2023-03-11,789.0,345.86,500.0
Wong,Heather,43,187.7,67.6,F,non,doctorat,Occitanie,oui,non,3139.0,célibataire,0.0,0.18,2022-05-31,580.0,728.3100000000001,500.0
Aguilar,Jonathan,63,162.1,74.9,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,2266.0,divorcé,2.0,0.7,2023-07-24,345.0,696.956,500.0
Leon,Ariel,26,178.8,69.1,H,oui,doctorat,Bretagne,non,oui,1315.0,divorcé,3.0,0.36,2023-04-18,312.0,871.0039999999999,27055.75851239357
Erickson,Nicholas,73,161.1,52.9,H,oui,bac+2,Île-de-France,non,oui,3776.0,veuf,5.0,0.28,2020-03-11,808.0,1208.54,36777.334147647125
Green,Meredith,71,165.8,82.1,H,non,aucun,Bretagne,non,non,2750.0,divorcé,4.0,0.28,2024-12-01,649.0,660.65,500.0
Turner,Allison,45,181.9,85.2,F,oui,master,Provence-Alpes-Côte d’Azur,non,non,2204.0,divorcé,2.0,0.07,2024-03-19,577.0,816.0980000000001,500.0
Phillips,Kristen,28,164.0,80.3,F,oui,master,Hauts-de-France,non,oui,500.0,marié,1.0,0.73,2023-10-19,553.0,837.7660000000002,16975.72079082583
Coleman,Seth,64,172.4,71.0,H,non,bac+2,Auvergne-Rhône-Alpes,non,oui,2256.0,marié,0.0,0.05,2023-06-01,580.0,805.4099999999999,12346.94459500908
Gonzalez,Angela,52,181.8,83.7,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,2145.0,divorcé,0.0,0.12,2024-03-27,580.0,984.4040000000001,25010.283170057985
Newton,Marcus,22,176.1,77.6,H,oui,bac+2,Corse,oui,oui,1429.0,marié,4.0,0.06,2024-02-26,576.0,768.4739999999999,500.0
Rojas,Melissa,63,174.5,76.0,F,non,doctorat,Corse,oui,non,1206.0,divorcé,0.0,0.58,2021-09-05,839.0,975.32,500.0
Gray,Mary,47,185.3,64.5,H,non,aucun,Île-de-France,non,non,3935.0,divorcé,0.0,0.67,2021-12-22,538.0,631.108,500.0
Murphy,Krista,42,171.0,66.8,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,3802.0,célibataire,1.0,0.87,2023-11-02,598.0,1124.77,20390.17432466051
Vaughn,Jeffrey,50,166.9,72.3,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,500.0,divorcé,3.0,0.46,2024-09-21,687.0,713.5759999999999,500.0
Dixon,Martin,60,175.8,83.1,H,oui,aucun,Île-de-France,non,oui,1018.0,marié,5.0,0.42,2022-08-25,388.0,772.2760000000001,12709.66673271385
Luna,Andrew,74,167.2,71.3,F,oui,doctorat,Corse,non,oui,2588.0,célibataire,4.0,0.72,2024-11-15,576.0,860.5039999999999,23329.68878507518
Davis,Mary,44,162.1,82.6,F,oui,bac,Bretagne,oui,non,2614.0,marié,4.0,0.01,2023-06-21,576.0,1052.9299999999998,500.0
Craig,Christopher,66,172.6,82.7,F,non,bac+2,Auvergne-Rhône-Alpes,non,oui,1018.0,célibataire,2.0,0.63,2022-03-27,577.0,772.2760000000001,9781.364894180851
Reese,Marilyn,20,158.5,54.8,H,non,master,Normandie,non,oui,2912.0,veuf,3.0,0.34,2021-12-06,581.0,1112.6619999999998,17852.537359250768
Munoz,Michelle,32,160.9,77.3,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,2033.0,veuf,5.0,0.85,2025-02-25,557.0,806.004,13669.31886405003
Campbell,Brian,28,177.5,70.8,H,oui,aucun,Hauts-de-France,oui,oui,3443.0,célibataire,0.0,0.26,2020-10-04,580.0,844.9440000000001,500.0
Bowers,Holly,24,167.9,50.5,F,oui,bac,Occitanie,oui,oui,1685.0,divorcé,2.0,0.35,2021-04-15,577.0,666.15,14051.63539734849
Mendez,Judy,63,164.6,99.3,F,non,doctorat,Île-de-France,non,oui,2371.0,veuf,3.0,0.87,2023-11-05,581.0,626.56,27124.288015359627
Williams,Patrick,25,150.1,71.5,H,oui,bac,Corse,non,oui,2669.0,marié,2.0,0.9,2021-11-30,577.0,431.6360000000001,8625.077310819364
Jordan,Michael,60,179.2,44.1,F,oui,bac+2,Île-de-France,oui,oui,1893.0,divorcé,3.0,0.35,2023-08-13,656.0,910.842,12612.621374535289
Campbell,Samantha,68,168.6,61.4,H,non,bac+2,Auvergne-Rhône-Alpes,non,oui,1007.0,veuf,4.0,0.95,2020-02-16,576.0,707.836,17814.3603129932
Swanson,David,56,184.8,44.4,F,non,doctorat,Occitanie,non,non,3128.0,divorcé,1.0,0.84,2022-09-06,553.0,733.4560000000001,3833.354102818864
Cannon,Lisa,60,166.9,74.4,H,non,bac+2,Auvergne-Rhône-Alpes,oui,non,1861.0,divorcé,4.0,0.24,2024-12-29,348.0,619.358,500.0
Gonzalez,Teresa,40,182.9,47.7,F,oui,bac,Hauts-de-France,oui,non,3635.0,divorcé,2.0,0.89,2020-04-14,740.0,1183.622,500.0
Oliver,Karen,26,174.4,72.1,F,non,aucun,Normandie,oui,non,1511.0,veuf,4.0,0.75,2020-12-20,576.0,800.23,500.0
Smith,Benjamin,26,169.5,83.9,F,oui,doctorat,Occitanie,non,oui,3030.0,veuf,3.0,0.13,2024-10-27,820.0,897.0899999999999,35348.64876190992
Ho,Julie,37,159.2,74.6,F,oui,bac+2,Hauts-de-France,oui,oui,5598.0,veuf,5.0,0.43,2021-08-05,557.0,992.76,17310.303954491825
Cooper,Christopher,69,170.7,62.0,H,non,aucun,Île-de-France,non,non,500.0,marié,4.0,0.29,2025-04-28,725.0,482.6199999999999,500.0
Wilson,Seth,33,161.0,79.3,H,oui,bac,Occitanie,oui,oui,3078.0,célibataire,5.0,0.67,2025-03-23,557.0,634.9580000000001,15942.314525456555
Porter,Maria,27,191.8,57.4,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3355.0,veuf,1.0,0.19,2021-01-26,553.0,806.454,34713.92421117443
Ramos,Nathan,24,146.9,67.8,F,oui,aucun,Hauts-de-France,oui,non,1993.0,marié,0.0,0.77,2025-04-29,488.0,581.558,500.0
Lopez,Kimberly,31,159.7,53.7,F,oui,master,Hauts-de-France,oui,non,1348.0,marié,5.0,0.89,2024-03-04,557.0,670.426,500.0
Reynolds,Kyle,55,147.7,88.6,F,oui,doctorat,Occitanie,oui,oui,3949.0,divorcé,0.0,0.48,2023-07-05,823.0,883.2700000000001,29471.09638797179
Rojas,Sandra,45,166.1,74.8,F,oui,master,Occitanie,oui,non,3350.0,marié,4.0,0.6,2021-09-08,673.0,625.872,500.0
Hamilton,April,45,167.6,58.0,H,oui,bac+2,Normandie,non,non,2770.0,veuf,2.0,1.0,2025-01-02,607.0,967.0800000000002,1383.1904886237637
Juarez,Zachary,63,166.3,66.9,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,1121.0,célibataire,3.0,0.78,2022-10-22,581.0,751.858,4161.7405852611
Dunn,Sandra,57,173.0,81.8,H,non,master,Corse,oui,oui,2059.0,divorcé,4.0,0.67,2021-11-15,576.0,1053.24,500.0
Miller,Todd,68,171.4,80.4,H,non,master,Bretagne,non,oui,1576.0,célibataire,2.0,0.18,2024-10-27,577.0,832.668,22458.55901686182
Moore,Jonathan,73,172.3,71.1,H,non,doctorat,Corse,oui,oui,1203.0,divorcé,0.0,0.61,2023-09-16,580.0,971.76,4640.7751736350365
Murray,Samantha,21,161.5,98.9,H,non,master,Île-de-France,non,oui,3029.0,marié,0.0,0.68,2022-11-11,580.0,1023.9039999999999,29295.164946125675
Taylor,Laura,51,163.7,46.1,H,non,bac,Corse,non,oui,2164.0,veuf,2.0,0.04,2020-06-02,577.0,637.9620000000001,500.0
Davis,Michael,30,170.0,59.6,H,non,aucun,Bretagne,oui,non,1419.0,divorcé,4.0,0.72,2023-06-04,392.0,715.22,500.0
Watkins,Kelly,68,159.9,81.1,H,non,aucun,Normandie,oui,oui,1658.0,veuf,3.0,0.89,2024-04-24,422.0,809.0219999999999,500.0
Logan,Ashley,66,172.4,82.1,H,non,master,Bretagne,oui,oui,4470.0,marié,1.0,0.41,2020-08-08,359.0,828.758,15523.149263294406
Gray,Timothy,68,175.7,36.7,F,oui,master,Normandie,non,non,836.0,marié,2.0,0.98,2025-05-12,577.0,719.0439999999999,500.0
Cain,Misty,34,186.2,40.5,H,oui,aucun,Normandie,non,oui,1719.0,marié,2.0,0.06,2024-10-13,577.0,772.5539999999999,9806.122808733253
Stewart,Richard,55,180.0,71.0,F,oui,master,Île-de-France,oui,oui,3388.0,veuf,4.0,0.72,2025-05-03,476.0,905.408,24219.908897169917
Knapp,Michael,70,177.0,53.3,H,oui,master,Corse,non,oui,1294.0,divorcé,3.0,0.42,2023-04-21,581.0,686.794,21345.87926073056
Morrison,Kathleen,32,184.1,67.0,F,oui,master,Normandie,oui,non,1393.0,marié,0.0,0.94,2022-12-13,580.0,912.9540000000001,500.0
Garcia,James,61,178.2,64.9,H,non,bac,Hauts-de-France,non,oui,1913.0,marié,1.0,0.14,2025-04-10,763.0,738.076,14689.539832612178
Fields,Derek,55,178.0,84.2,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,1302.0,marié,3.0,0.3,2022-06-02,581.0,1054.442,500.0
Garner,Jason,35,174.9,75.9,H,non,aucun,Normandie,oui,oui,2666.0,veuf,0.0,0.03,2020-02-16,830.0,725.362,3738.15122909472
King,Sarah,39,174.1,64.9,H,non,bac+2,Hauts-de-France,oui,non,2381.0,veuf,4.0,0.13,2020-10-13,803.0,510.68999999999994,500.0
Meadows,David,57,169.0,79.9,F,non,doctorat,Corse,oui,oui,1857.0,veuf,3.0,0.42,2023-05-29,641.0,514.64,9969.429447889564
Garcia,Paula,69,171.6,48.8,F,non,doctorat,Bretagne,oui,non,1476.0,marié,3.0,0.18,2023-03-19,581.0,854.3100000000001,500.0
Navarro,Jeremy,41,152.1,81.6,H,oui,bac+2,Corse,non,non,3950.0,veuf,5.0,0.29,2020-11-05,503.0,881.244,500.0
Martin,Anne,25,185.9,42.4,F,oui,master,Normandie,oui,non,2490.0,célibataire,0.0,0.59,2021-06-24,451.0,607.996,500.0
Jones,James,26,173.5,61.6,F,oui,bac,Auvergne-Rhône-Alpes,oui,non,2512.0,marié,3.0,0.03,2021-01-09,581.0,317.21,500.0
Thomas,Sonia,36,164.1,43.8,F,non,bac,Provence-Alpes-Côte d’Azur,oui,non,4439.0,veuf,1.0,0.99,2021-04-05,644.0,969.318,500.0
Solomon,Kyle,68,160.0,80.8,H,non,doctorat,Occitanie,non,non,1002.0,célibataire,3.0,0.52,2021-05-30,581.0,739.5779999999999,500.0
Evans,Valerie,20,150.8,90.9,F,oui,aucun,Île-de-France,non,oui,2171.0,divorcé,4.0,0.15,2024-10-20,576.0,993.47,17768.290622195058
Chandler,Ashley,35,175.5,90.2,H,oui,master,Corse,non,oui,1078.0,veuf,3.0,0.9,2024-07-11,719.0,795.854,14489.190386682125
Moore,Stefanie,55,171.3,53.6,H,oui,bac,Occitanie,non,oui,997.0,marié,2.0,0.57,2022-09-29,789.0,797.414,15145.615965678611
Lawrence,Chelsea,66,162.0,49.7,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,4067.0,célibataire,0.0,0.08,2021-05-29,363.0,817.89,500.0
Johnson,Sean,46,181.1,50.7,F,non,aucun,Normandie,oui,non,2301.0,célibataire,2.0,0.21,2024-04-12,577.0,967.4380000000001,500.0
Sullivan,Patricia,37,159.7,49.8,H,non,doctorat,Hauts-de-France,non,oui,4989.0,veuf,0.0,0.22,2021-07-23,580.0,884.924,35186.66956429233
Moore,Timothy,27,168.7,77.0,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,500.0,divorcé,3.0,0.16,2021-12-27,674.0,650.918,500.0
Cardenas,Mark,45,174.2,55.1,H,non,doctorat,Corse,oui,non,2222.0,divorcé,5.0,0.29,2024-10-22,557.0,740.9300000000001,500.0
Griffin,Amy,71,154.9,58.9,H,oui,bac+2,Île-de-France,non,oui,4170.0,veuf,2.0,0.09,2024-07-02,577.0,728.94,35274.274461424524
Watson,Devin,45,163.6,49.8,H,non,master,Île-de-France,oui,oui,500.0,célibataire,5.0,0.87,2024-02-07,557.0,482.6199999999999,17595.253624411256
Simon,Joel,38,172.4,91.4,H,non,bac+2,Occitanie,non,non,2580.0,veuf,2.0,0.66,2020-04-25,577.0,486.1139999999999,500.0
Flowers,Anna,27,169.2,73.3,H,oui,aucun,Normandie,oui,non,2965.0,marié,1.0,0.49,2024-10-19,553.0,1307.961000000001,500.0
Mckinney,Kerri,58,182.4,76.7,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,3021.0,veuf,3.0,1.0,2024-04-24,581.0,535.11,13391.83680772964
Hodge,Mark,28,158.8,68.4,H,oui,master,Île-de-France,oui,non,2673.0,divorcé,2.0,0.32,2024-12-31,577.0,613.578,500.0
Fitzgerald,Christine,65,183.6,58.4,F,oui,aucun,Occitanie,oui,non,1378.0,marié,5.0,0.28,2023-11-19,557.0,815.326,500.0
Rivas,Jennifer,22,156.0,60.1,H,non,bac,Bretagne,oui,non,500.0,divorcé,1.0,0.87,2020-03-15,450.0,806.098,500.0
Young,Jennifer,69,176.0,47.9,F,oui,master,Île-de-France,oui,oui,2014.0,célibataire,5.0,0.11,2020-11-01,557.0,473.896,18644.75551269439
